[52.29.133.234] out: servers started
[52.33.202.130] out: got 4096 TXs
[52.33.202.130] out: timestampB (5, 1447324187.872107)
[52.33.233.25] out: got 4096 TXs
[52.33.233.25] out: timestampB (0, 1447324188.133141)
[52.33.233.148] out: got 4096 TXs
[52.33.233.148] out: timestampB (14, 1447324187.854186)
[52.33.233.243] out: got 4096 TXs
[52.33.233.243] out: timestampB (9, 1447324188.030495)
[52.33.214.97] out: got 4096 TXs
[52.33.214.97] out: timestampB (4, 1447324187.956946)
[52.33.233.214] out: got 4096 TXs
[52.33.233.214] out: timestampB (3, 1447324187.770564)
[52.33.220.84] out: got 4096 TXs
[52.33.220.84] out: timestampB (10, 1447324187.901856)
[52.33.233.250] out: got 4096 TXs
[52.33.233.250] out: timestampB (12, 1447324188.252669)
[52.33.226.33] out: got 4096 TXs
[52.33.226.33] out: timestampB (2, 1447324188.167111)
[52.33.233.78] out: got 4096 TXs
[52.33.233.78] out: timestampB (6, 1447324187.915554)
[52.33.233.86] out: got 4096 TXs
[52.33.233.86] out: timestampB (15, 1447324187.972366)
[54.174.108.14] out: got 4096 TXs
[54.174.108.14] out: timestampB (46, 1447324188.484086)
[54.174.115.145] out: got 4096 TXs
[54.174.115.145] out: timestampB (35, 1447324188.427442)
[52.33.233.119] out: got 4096 TXs
[52.33.233.119] out: timestampB (7, 1447324188.113432)
[54.193.41.79] out: got 4096 TXs
[54.193.41.79] out: timestampB (19, 1447324188.644654)
[54.174.99.143] out: got 4096 TXs
[54.174.99.143] out: timestampB (42, 1447324188.286630)
[54.193.39.252] out: got 4096 TXs
[54.193.39.252] out: timestampB (30, 1447324188.887825)
[54.193.25.8] out: got 4096 TXs
[54.193.25.8] out: timestampB (18, 1447324188.680679)
[54.174.99.36] out: got 4096 TXs
[54.174.99.36] out: timestampB (34, 1447324188.852952)
[54.193.53.222] out: got 4096 TXs
[54.193.53.222] out: timestampB (22, 1447324188.883793)
[54.193.38.21] out: got 4096 TXs
[54.193.38.21] out: timestampB (20, 1447324189.431976)
[54.193.56.253] out: got 4096 TXs
[54.193.56.253] out: timestampB (24, 1447324189.538626)
[54.193.9.11] out: got 4096 TXs
[54.193.9.11] out: timestampB (23, 1447324189.255775)
[54.193.57.222] out: got 4096 TXs
[54.193.57.222] out: timestampB (16, 1447324189.292757)
[54.174.99.63] out: got 4096 TXs
[54.174.99.63] out: timestampB (33, 1447324189.157001)
[54.193.35.51] out: got 4096 TXs
[54.193.35.51] out: timestampB (31, 1447324189.602607)
[54.174.99.66] out: got 4096 TXs
[54.174.99.66] out: timestampB (44, 1447324189.783649)
[54.193.43.238] out: got 4096 TXs
[54.193.43.238] out: timestampB (21, 1447324189.852512)
[54.193.36.81] out: got 4096 TXs
[54.193.36.81] out: timestampB (26, 1447324189.949566)
[54.193.55.224] out: got 4096 TXs
[54.193.55.224] out: timestampB (28, 1447324189.616765)
[54.174.105.62] out: got 4096 TXs
[54.174.105.62] out: timestampB (43, 1447324189.701499)
[54.174.101.230] out: got 4096 TXs
[54.174.101.230] out: timestampB (38, 1447324189.722821)
[54.193.59.248] out: got 4096 TXs
[54.193.59.248] out: timestampB (17, 1447324190.101224)
[54.193.7.227] out: got 4096 TXs
[54.193.7.227] out: timestampB (27, 1447324190.182277)
[54.193.40.4] out: got 4096 TXs
[54.193.40.4] out: timestampB (29, 1447324190.231475)
[52.33.231.17] out: got 4096 TXs
[52.33.231.17] out: timestampB (11, 1447324189.876764)
[54.174.96.1] out: got 4096 TXs
[54.174.96.1] out: timestampB (32, 1447324190.429639)
[54.174.108.235] out: got 4096 TXs
[54.174.108.235] out: timestampB (39, 1447324190.854048)
[54.174.114.106] out: got 4096 TXs
[54.174.114.106] out: timestampB (36, 1447324190.737479)
[54.174.97.195] out: got 4096 TXs
[54.174.97.195] out: timestampB (41, 1447324191.173837)
[52.33.176.227] out: got 4096 TXs
[52.33.176.227] out: timestampB (1, 1447324190.948936)
[54.174.100.36] out: got 4096 TXs
[54.174.100.36] out: timestampB (40, 1447324191.419272)
[54.174.100.11] out: got 4096 TXs
[54.174.100.11] out: timestampB (37, 1447324191.388949)
[54.174.100.252] out: got 4096 TXs
[54.174.100.252] out: timestampB (47, 1447324191.552883)
[52.33.233.138] out: got 4096 TXs
[52.33.233.138] out: timestampB (8, 1447324191.530396)
[52.33.233.170] out: got 4096 TXs
[52.33.233.170] out: timestampB (13, 1447324192.120065)
[54.193.54.78] out: got 4096 TXs
[54.193.54.78] out: timestampB (25, 1447324192.324681)
[54.174.96.216] out: got 4096 TXs
[54.174.96.216] out: timestampB (45, 1447324192.599277)
[52.31.44.237] out: got 4096 TXs
[52.31.44.237] out: timestampB (69, 1447324192.683065)
[52.31.145.254] out: got 4096 TXs
[52.31.145.254] out: timestampB (73, 1447324193.034451)
[52.31.158.67] out: got 4096 TXs
