[52.33.202.130] out: servers started
[54.174.100.252] out: got 8192 TXs
[54.174.100.252] out: timestampB (47, 1447326188.828304)
[54.174.99.63] out: got 8192 TXs
[54.174.99.63] out: timestampB (33, 1447326188.510733)
[54.174.99.36] out: got 8192 TXs
[54.174.99.36] out: timestampB (34, 1447326188.796424)
[54.174.101.230] out: got 8192 TXs
[54.174.101.230] out: timestampB (38, 1447326188.813838)
[52.33.220.84] out: got 8192 TXs
[52.33.220.84] out: timestampB (10, 1447326189.048925)
[52.33.233.250] out: got 8192 TXs
[52.33.233.250] out: timestampB (12, 1447326189.399205)
[54.174.100.36] out: got 8192 TXs
[54.174.100.36] out: timestampB (40, 1447326189.405826)
[52.33.233.148] out: got 8192 TXs
[52.33.233.148] out: timestampB (14, 1447326189.110312)
[52.33.233.243] out: got 8192 TXs
[52.33.233.243] out: timestampB (9, 1447326189.406964)
[54.174.96.1] out: got 8192 TXs
[54.174.96.1] out: timestampB (32, 1447326189.251981)
[54.174.99.66] out: got 8192 TXs
[54.174.99.66] out: timestampB (44, 1447326189.471800)
[52.33.231.17] out: got 8192 TXs
[52.33.231.17] out: timestampB (11, 1447326189.031965)
[54.174.108.235] out: got 8192 TXs
[54.174.108.235] out: timestampB (39, 1447326189.549307)
[54.174.100.11] out: got 8192 TXs
[54.174.100.11] out: timestampB (37, 1447326189.718918)
[54.174.105.62] out: got 8192 TXs
[54.174.105.62] out: timestampB (43, 1447326189.397373)
[52.33.233.86] out: got 8192 TXs
[52.33.233.86] out: timestampB (15, 1447326189.315553)
[52.33.176.227] out: got 8192 TXs
[52.33.176.227] out: timestampB (1, 1447326189.411338)
[52.33.233.119] out: got 8192 TXs
[52.33.233.119] out: timestampB (7, 1447326189.296172)
[52.33.233.170] out: got 8192 TXs
[52.33.233.170] out: timestampB (13, 1447326189.672957)
[52.33.226.33] out: got 8192 TXs
[52.33.226.33] out: timestampB (2, 1447326189.877648)
[54.193.59.248] out: got 8192 TXs
[54.193.59.248] out: timestampB (17, 1447326189.972302)
[52.33.233.78] out: got 8192 TXs
[52.33.233.78] out: timestampB (6, 1447326189.567053)
[52.33.233.25] out: got 8192 TXs
[52.33.233.25] out: timestampB (0, 1447326190.114459)
[54.174.115.145] out: got 8192 TXs
[54.174.115.145] out: timestampB (35, 1447326190.040142)
[54.193.56.253] out: got 8191 TXs
[54.193.56.253] out: timestampB (24, 1447326190.218475)
[52.33.233.138] out: got 8192 TXs
[52.33.233.138] out: timestampB (8, 1447326190.062937)
[54.193.53.222] out: got 8192 TXs
[54.193.53.222] out: timestampB (22, 1447326189.641147)
[52.33.233.214] out: got 8192 TXs
[52.33.233.214] out: timestampB (3, 1447326189.880096)
[54.193.41.79] out: got 8192 TXs
[54.193.41.79] out: timestampB (19, 1447326190.327007)
[54.174.99.143] out: got 8192 TXs
[54.174.99.143] out: timestampB (42, 1447326189.832952)
[54.193.40.4] out: got 8192 TXs
[54.193.40.4] out: timestampB (29, 1447326190.385980)
[54.174.114.106] out: got 8192 TXs
[54.174.114.106] out: timestampB (36, 1447326189.929599)
[54.193.38.21] out: got 8192 TXs
[54.193.38.21] out: timestampB (20, 1447326190.387725)
[54.193.9.11] out: got 8192 TXs
[54.193.9.11] out: timestampB (23, 1447326190.174925)
[54.193.7.227] out: got 8192 TXs
[54.193.7.227] out: timestampB (27, 1447326190.502745)
[54.193.54.78] out: got 8192 TXs
[54.193.54.78] out: timestampB (25, 1447326190.475782)
[54.193.36.81] out: got 8192 TXs
[54.193.36.81] out: timestampB (26, 1447326190.558405)
[52.33.214.97] out: got 8192 TXs
[52.33.214.97] out: timestampB (4, 1447326190.385789)
[54.193.43.238] out: got 8192 TXs
[54.193.43.238] out: timestampB (21, 1447326190.580134)
[54.174.96.216] out: got 8192 TXs
[54.174.96.216] out: timestampB (45, 1447326190.596519)
[54.174.97.195] out: got 8192 TXs
[54.174.97.195] out: timestampB (41, 1447326191.128250)
[54.174.108.14] out: got 8192 TXs
[54.174.108.14] out: timestampB (46, 1447326191.473421)
[54.193.39.252] out: got 8192 TXs
[54.193.39.252] out: timestampB (30, 1447326192.452489)
[52.31.145.254] out: got 8192 TXs
[52.31.145.254] out: timestampB (73, 1447326193.069599)
[52.31.44.237] out: got 8192 TXs
[52.31.44.237] out: timestampB (69, 1447326193.573097)
[52.31.146.140] out: got 8192 TXs
[52.31.146.140] out: timestampB (70, 1447326193.806791)
[52.31.143.237] out: got 8192 TXs
[52.31.143.237] out: timestampB (79, 1447326194.356426)
[52.29.103.199] out: got 8192 TXs
[52.29.103.199] out: timestampB (81, 1447326195.416315)
[54.193.57.222] out: got 8192 TXs
[54.193.57.222] out: timestampB (16, 1447326195.689884)
[54.193.25.8] out: got 8192 TXs
[54.193.25.8] out: timestampB (18, 1447326195.890339)
[52.29.147.46] out: got 8192 TXs
[52.29.147.46] out: timestampB (80, 1447326196.168320)
[52.31.165.121] out: got 8192 TXs
