[54.208.194.6] out: servers started
[52.33.208.21] out: got 8192 TXs
[52.33.208.21] out: timestampB (1, 1447168928.016669)
[52.27.237.141] out: got 8192 TXs
[52.27.237.141] out: timestampB (2, 1447168927.731804)
[52.26.214.226] out: got 8191 TXs
[52.26.214.226] out: timestampB (3, 1447168928.179079)
[54.209.228.153] out: got 8192 TXs
[54.209.228.153] out: timestampB (9, 1447168929.143335)
[52.91.78.88] out: got 8192 TXs
[52.91.78.88] out: timestampB (10, 1447168928.473591)
[52.23.168.188] out: got 8192 TXs
[52.23.168.188] out: timestampB (11, 1447168928.530713)
[52.16.85.22] out: got 8192 TXs
[52.16.85.22] out: timestampB (18, 1447168928.855356)
[52.19.164.11] out: got 8192 TXs
[52.19.164.11] out: timestampB (16, 1447168929.781281)
[52.17.24.113] out: got 8192 TXs
[52.17.24.113] out: timestampB (17, 1447168928.983537)
[52.31.164.91] out: got 8192 TXs
[52.31.164.91] out: timestampB (19, 1447168928.977246)
[52.69.246.137] out: got 8192 TXs
[52.69.246.137] out: timestampB (31, 1447168929.055390)
[52.69.80.131] out: got 8192 TXs
[52.69.80.131] out: timestampB (28, 1447168929.289136)
[52.69.156.69] out: got 8192 TXs
[52.69.156.69] out: timestampB (30, 1447168929.271538)
[52.192.140.223] out: got 8192 TXs
[52.192.140.223] out: timestampB (29, 1447168929.771465)
[52.29.95.105] out: got 8192 TXs
[52.29.95.105] out: timestampB (23, 1447168929.624865)
[52.29.145.149] out: got 8192 TXs
[52.29.145.149] out: timestampB (22, 1447168929.320947)
[52.24.127.191] out: got 8192 TXs
[52.24.127.191] out: timestampB (0, 1447168929.332999)
[52.29.43.33] out: got 8192 TXs
[52.29.43.33] out: timestampB (21, 1447168929.381180)
[52.28.65.114] out: got 8192 TXs
[52.28.65.114] out: timestampB (20, 1447168929.439539)
[52.9.64.216] out: got 8192 TXs
[52.9.64.216] out: timestampB (4, 1447168929.520990)
[52.9.72.86] out: got 8192 TXs
[52.9.72.86] out: timestampB (5, 1447168929.617006)
[52.8.19.154] out: got 8192 TXs
[52.8.19.154] out: timestampB (6, 1447168929.706646)
[52.8.92.220] out: got 8192 TXs
[52.8.92.220] out: timestampB (7, 1447168930.109321)
[54.179.157.121] out: got 8192 TXs
[54.179.157.121] out: timestampB (26, 1447168931.763089)
[54.207.93.82] out: got 8192 TXs
[54.207.93.82] out: timestampB (12, 1447168932.377601)
[54.233.97.117] out: got 8192 TXs
[54.233.97.117] out: timestampB (15, 1447168932.658419)
[54.179.135.65] out: got 8192 TXs
[54.179.135.65] out: timestampB (24, 1447168932.370908)
[54.94.243.208] out: got 8192 TXs
[54.94.243.208] out: timestampB (14, 1447168933.138427)
[54.232.199.192] out: got 8192 TXs
[54.232.199.192] out: timestampB (13, 1447168932.809589)
[54.179.164.162] out: got 8192 TXs
[54.179.164.162] out: timestampB (25, 1447168932.854645)
[54.169.212.80] out: got 8192 TXs
[54.169.212.80] out: timestampB (27, 1447168932.647349)
[54.208.194.6] out: got 8192 TXs
[54.208.194.6] out: timestampB (8, 1447168934.713866)
[54.179.164.162] out: [25] synced transactions.
[54.179.164.162] out: timestampE (25, 1447168969.741919)
[52.24.127.191] out: [0] synced transactions.
[52.24.127.191] out: timestampE (0, 1447168969.688849)
[52.27.237.141] out: [2] synced transactions.
[52.27.237.141] out: timestampE (2, 1447168969.559704)
[54.179.157.121] out: [26] synced transactions.
[54.179.157.121] out: timestampE (26, 1447168969.923973)
[52.23.168.188] out: [11] synced transactions.
[52.23.168.188] out: timestampE (11, 1447168970.036168)
[52.91.78.88] out: [10] synced transactions.
[52.91.78.88] out: timestampE (10, 1447168970.043366)
[52.9.72.86] out: [5] synced transactions.
[52.9.72.86] out: timestampE (5, 1447168970.144692)
[54.209.228.153] out: [9] synced transactions.
[54.209.228.153] out: timestampE (9, 1447168970.766352)
[52.29.95.105] out: [23] synced transactions.
[52.29.95.105] out: timestampE (23, 1447168970.277110)
[52.16.85.22] out: [18] synced transactions.
[52.16.85.22] out: timestampE (18, 1447168969.958707)
[52.26.214.226] out: [3] synced transactions.
[52.26.214.226] out: timestampE (3, 1447168970.182455)
[52.29.145.149] out: [22] synced transactions.
[52.29.145.149] out: timestampE (22, 1447168970.010981)
[52.28.65.114] out: [20] synced transactions.
[52.28.65.114] out: timestampE (20, 1447168970.068757)
[52.8.19.154] out: [6] synced transactions.
[52.8.19.154] out: timestampE (6, 1447168970.251888)
[52.33.208.21] out: [1] synced transactions.
[52.33.208.21] out: timestampE (1, 1447168970.108934)
[52.8.92.220] out: [7] synced transactions.
[52.8.92.220] out: timestampE (7, 1447168970.637116)
[52.19.164.11] out: [16] synced transactions.
[52.19.164.11] out: timestampE (16, 1447168970.873799)
[52.9.64.216] out: [4] synced transactions.
[52.9.64.216] out: timestampE (4, 1447168970.149043)
[52.69.80.131] out: [28] synced transactions.
[52.69.80.131] out: timestampE (28, 1447168970.246500)
